id_nasabah,nama_nasabah,income,dsr,ltv,dpd,durasi_pinjaman,status_pekerjaan,usia,kode_pos,default
CIF-012030,"Lestari Setiawan",9715162,0.44,0.26,14,40,PNS,62,Jakarta,1
CIF-012031,"Surya Utami",12164330,0.48,0.58,8,26,Wiraswasta,27,Jakarta,0
CIF-012032,"Mega Santoso",500000,0.28,0.28,9,48,Lainnya,22,Lainnya,0
CIF-012033,"Bayu Lestari",7478343,0.58,0.12,6,56,PNS,61,Surabaya,0
CIF-012034,"Dian Firmansyah",5520082,0.03,0.24,3,30,Buruh,63,Surabaya,1
CIF-012035,"Fajar Wijaya",6725863,0.12,0.36,8,28,Wiraswasta,59,Bandung,0
CIF-012036,"Maya Siregar",7179960,0.03,0.32,8,17,PNS,26,Bandung,0
CIF-012037,"Reza Gunawan",10806100,0.5,0.21,8,41,PNS,54,Jakarta,0
CIF-012038,"Fitri Kusuma",6757957,0.13,0.06,10,21,PNS,45,Bandung,0
CIF-012039,"Aris Wibowo",14879778,0.26,0.18,8,34,Wiraswasta,48,Surabaya,0
CIF-012040,"Wulan Hartono",4054237,0.28,0.14,12,20,Buruh,39,Jakarta,0
CIF-012041,"Budi Pratama",11860952,0.35,0.19,7,18,Lainnya,36,Lainnya,0
CIF-012042,"Siti Nugroho",9179299,0.49,0.48,8,37,Wiraswasta,31,Bandung,0
CIF-012043,"Agus Permana",3361344,0.56,0.28,13,24,PNS,51,Jakarta,0
CIF-012044,"Dewi Hidayat",7851960,0.56,0.38,5,27,Buruh,40,Jakarta,1
CIF-012045,"Eko Purnomo",4672029,0.14,0.32,7,23,Buruh,48,Jakarta,0
CIF-012046,"Rini Susanto",4211814,0.51,0.51,6,54,Lainnya,59,Surabaya,0
CIF-012047,"Bambang Saputra",9881096,0.23,0.17,11,25,Buruh,38,Jakarta,0
CIF-012048,"Sri Suryono",4638073,0.33,0.49,11,15,Buruh,55,Bandung,0
CIF-012049,"Joko Nasution",8454872,0.13,0.43,10,46,PNS,25,Jakarta,0
CIF-012050,"Nur Setiawan",7617390,0.22,0.07,8,41,PNS,61,Jakarta,0
CIF-012051,"Hendra Utami",13763695,0.16,0.49,10,59,Wiraswasta,51,Jakarta,0
CIF-012052,"Tri Santoso",5021991,0.52,0.11,6,39,Buruh,27,Jakarta,0
CIF-012053,"Ahmad Lestari",7208043,0.46,0.38,3,18,PNS,28,Surabaya,0
CIF-012054,"Ratna Firmansyah",7478484,0.15,0.25,13,30,Buruh,36,Medan,0
CIF-012055,"Wawan Wijaya",10351882,0.57,0.37,6,42,Wiraswasta,39,Jakarta,0
CIF-012056,"Yuni Siregar",1580975,0.08,0.15,5,50,Wiraswasta,29,Jakarta,0
CIF-012057,"Rudi Gunawan",8548883,0.04,0.21,9,32,Buruh,23,Jakarta,0
CIF-012058,"Endang Kusuma",9175506,0.45,0.16,10,39,PNS,54,Medan,0
CIF-012059,"Dedi Wibowo",7586885,0.31,0.26,7,20,Lainnya,35,Lainnya,0
CIF-012060,"Lestari Hartono",11003101,0.23,0.39,10,34,Wiraswasta,46,Medan,0
CIF-012061,"Surya Pratama",5745685,0.18,0.5,7,31,Wiraswasta,42,Lainnya,0
CIF-012062,"Mega Nugroho",10944460,0.04,0.47,10,52,PNS,61,Medan,0
CIF-012063,"Bayu Permana",6368806,0.12,0.39,7,19,PNS,61,Surabaya,0
CIF-012064,"Dian Hidayat",1850711,0.06,0.02,7,36,PNS,39,Bandung,0
CIF-012065,"Fajar Purnomo",3192185,0.36,0.49,7,26,Wiraswasta,38,Lainnya,0
CIF-012066,"Maya Susanto",12408839,0.06,0.32,5,33,Wiraswasta,63,Jakarta,0
CIF-012067,"Reza Saputra",2852387,0.04,0.11,9,13,Buruh,46,Bandung,0
CIF-012068,"Fitri Suryono",2358888,0.07,0.07,11,39,Buruh,63,Jakarta,0
CIF-012069,"Aris Nasution",10314457,0.35,0.15,7,12,Buruh,62,Jakarta,0
CIF-012070,"Wulan Setiawan",6641519,0.28,0.43,5,57,Lainnya,25,Bandung,1
CIF-012071,"Budi Utami",7013175,0.37,0.56,12,37,PNS,41,Bandung,0
CIF-012072,"Siti Santoso",7892624,0.29,0.22,9,39,Wiraswasta,54,Lainnya,0
CIF-012073,"Agus Lestari",2692838,0.37,0.24,11,29,Lainnya,35,Medan,0
CIF-012074,"Dewi Firmansyah",11989638,0.34,0.38,10,48,Buruh,51,Lainnya,0
CIF-012075,"Eko Wijaya",6743690,0.35,0.44,19,32,Wiraswasta,43,Jakarta,0
CIF-012076,"Rini Siregar",8162714,0.13,0.28,10,29,PNS,44,Lainnya,1
CIF-012077,"Bambang Gunawan",17611408,0.43,0.22,10,28,PNS,49,Surabaya,0
CIF-012078,"Sri Kusuma",20059226,0.53,0.33,11,51,PNS,35,Bandung,0
CIF-012079,"Joko Wibowo",2467560,0.49,0.47,4,23,Wiraswasta,48,Jakarta,0
CIF-012080,"Nur Hartono",4954023,0.54,0.32,10,35,Lainnya,30,Jakarta,0
CIF-012081,"Hendra Pratama",13638953,0.37,0.52,8,41,Buruh,26,Bandung,0
CIF-012082,"Tri Nugroho",9786911,0.29,0.1,4,31,Buruh,31,Jakarta,0
CIF-012083,"Ahmad Permana",5129781,0.25,0.1,14,37,PNS,39,Jakarta,1
CIF-012084,"Ratna Hidayat",6592790,0.04,0.12,8,42,PNS,31,Jakarta,0
CIF-012085,"Wawan Purnomo",5082017,0.41,0.13,5,56,Buruh,55,Bandung,1
CIF-012086,"Yuni Susanto",4857945,0.3,0.52,8,43,Buruh,58,Jakarta,0
CIF-012087,"Rudi Saputra",5392570,0.08,0.52,15,26,Wiraswasta,52,Bandung,1
CIF-012088,"Endang Suryono",8831725,0.22,0.03,10,34,PNS,63,Jakarta,0
CIF-012089,"Dedi Nasution",11032669,0.06,0.58,4,21,Buruh,50,Surabaya,0
CIF-012090,"Lestari Setiawan",4352658,0.5,0.26,11,53,PNS,37,Bandung,0
CIF-012091,"Surya Utami",2033921,0.09,0.03,7,34,Buruh,48,Medan,0
CIF-012092,"Mega Santoso",6085219,0.16,0.59,9,31,Buruh,54,Jakarta,0
CIF-012093,"Bayu Lestari",8021374,0.34,0.33,9,28,PNS,59,Surabaya,0
CIF-012094,"Dian Firmansyah",4301770,0.06,0.44,14,16,PNS,58,Surabaya,0
CIF-012095,"Fajar Wijaya",7387766,0.33,0.45,7,24,Wiraswasta,38,Lainnya,0
CIF-012096,"Maya Siregar",5452376,0.07,0.5,5,47,PNS,45,Jakarta,1
CIF-012097,"Reza Gunawan",10532702,0.58,0.12,10,50,PNS,54,Surabaya,0
CIF-012098,"Fitri Kusuma",6352673,0.31,0.55,4,29,Wiraswasta,33,Lainnya,0
CIF-012099,"Aris Wibowo",9199997,0.44,0.13,4,43,Lainnya,29,Medan,0
CIF-012100,"Wulan Hartono",3872348,0.13,0.39,10,27,PNS,40,Jakarta,0
CIF-012101,"Budi Pratama",9135246,0.48,0.02,7,45,PNS,56,Surabaya,0
CIF-012102,"Siti Nugroho",9829549,0.59,0.13,14,52,PNS,42,Bandung,0
CIF-012103,"Agus Permana",13347432,0.15,0.55,5,19,PNS,61,Jakarta,0
CIF-012104,"Dewi Hidayat",7954994,0.56,0.14,5,56,Wiraswasta,36,Lainnya,0
CIF-012105,"Eko Purnomo",4361877,0.3,0.08,16,31,Wiraswasta,26,Lainnya,1
CIF-012106,"Rini Susanto",593932,0.23,0.17,3,33,PNS,27,Jakarta,0
CIF-012107,"Bambang Saputra",11720699,0.04,0.52,8,40,PNS,59,Jakarta,0
CIF-012108,"Sri Suryono",2171434,0.33,0.13,13,57,Buruh,46,Jakarta,0
CIF-012109,"Joko Nasution",6328172,0.33,0.37,2,38,Buruh,55,Jakarta,0
CIF-012110,"Nur Setiawan",13189312,0.31,0.18,9,56,Wiraswasta,55,Jakarta,0
CIF-012111,"Hendra Utami",500000,0.28,0.21,11,19,Buruh,54,Surabaya,0
CIF-012112,"Tri Santoso",9245247,0.22,0.33,9,49,Wiraswasta,33,Medan,0
CIF-012113,"Ahmad Lestari",8625406,0.57,0.15,7,27,PNS,23,Lainnya,1
CIF-012114,"Ratna Firmansyah",13953755,0.21,0.09,5,39,PNS,44,Bandung,0
CIF-012115,"Wawan Wijaya",8222999,0.01,0.48,12,50,Wiraswasta,58,Medan,0
CIF-012116,"Yuni Siregar",500000,0.41,0.12,6,33,Buruh,25,Jakarta,0
CIF-012117,"Rudi Gunawan",4070349,0.21,0.12,9,36,PNS,58,Jakarta,0
CIF-012118,"Endang Kusuma",8899508,0.08,0.24,11,31,Wiraswasta,40,Bandung,0
CIF-012119,"Dedi Wibowo",1902544,0.5,0.34,4,51,Lainnya,53,Bandung,0
CIF-012120,"Lestari Hartono",15409721,0.51,0.06,14,57,Wiraswasta,26,Jakarta,1
CIF-012121,"Surya Pratama",11798537,0.35,0.37,8,55,Buruh,24,Jakarta,0
CIF-012122,"Mega Nugroho",11643517,0.31,0.32,6,19,Wiraswasta,36,Jakarta,0
CIF-012123,"Bayu Permana",4993740,0.32,0.4,7,42,Lainnya,23,Bandung,0
CIF-012124,"Dian Hidayat",10442439,0.15,0.05,9,51,Buruh,55,Medan,0
CIF-012125,"Fajar Purnomo",19581994,0.3,0.29,8,57,Wiraswasta,55,Medan,0
CIF-012126,"Maya Susanto",7854896,0.55,0.32,7,17,Wiraswasta,63,Bandung,0
CIF-012127,"Reza Saputra",2210643,0.47,0.06,5,56,Wiraswasta,57,Surabaya,0
CIF-012128,"Fitri Suryono",16096686,0.24,0.05,13,13,Wiraswasta,36,Medan,0
CIF-012129,"Aris Nasution",14543502,0.48,0.53,8,44,Buruh,26,Medan,0
CIF-012130,"Wulan Setiawan",500000,0.26,0.23,5,52,PNS,51,Lainnya,0
CIF-012131,"Budi Utami",4730204,0.39,0.17,15,21,Lainnya,46,Surabaya,0
CIF-012132,"Siti Santoso",15995347,0.02,0.23,6,58,Wiraswasta,35,Jakarta,0
CIF-012133,"Agus Lestari",4283794,0.39,0.3,5,39,Buruh,59,Jakarta,0
CIF-012134,"Dewi Firmansyah",11921825,0.06,0.34,9,46,Wiraswasta,55,Jakarta,0
CIF-012135,"Eko Wijaya",8009718,0.48,0.56,5,52,Buruh,44,Jakarta,0
CIF-012136,"Rini Siregar",4666207,0.37,0.57,7,36,Buruh,43,Surabaya,0
CIF-012137,"Bambang Gunawan",7591591,0.22,0.47,12,26,Lainnya,42,Bandung,0
CIF-012138,"Sri Kusuma",7355958,0.1,0.15,7,52,Buruh,50,Jakarta,0
CIF-012139,"Joko Wibowo",7891237,0.2,0.42,12,50,Wiraswasta,56,Jakarta,0
CIF-012140,"Nur Hartono",500000,0.28,0.13,5,53,Wiraswasta,41,Jakarta,0
CIF-012141,"Hendra Pratama",2992629,0.49,0.17,13,14,Buruh,39,Bandung,0
CIF-012142,"Tri Nugroho",4330927,0.53,0.31,11,50,Buruh,52,Jakarta,0
CIF-012143,"Ahmad Permana",5197113,0.28,0.55,9,24,Lainnya,25,Bandung,1
CIF-012144,"Ratna Hidayat",500000,0.17,0.49,8,12,Wiraswasta,48,Surabaya,1
CIF-012145,"Wawan Purnomo",9747043,0.5,0.56,7,53,Wiraswasta,42,Medan,0
CIF-012146,"Yuni Susanto",5724120,0.41,0.41,8,17,PNS,52,Jakarta,0
CIF-012147,"Rudi Saputra",9768264,0.04,0.35,11,48,Wiraswasta,61,Lainnya,0
CIF-012148,"Endang Suryono",10268775,0.58,0.4,8,54,Wiraswasta,58,Surabaya,0
CIF-012149,"Dedi Nasution",10495916,0.11,0.11,13,16,Lainnya,40,Jakarta,0
CIF-012150,"Lestari Setiawan",14040492,0.18,0.35,6,30,PNS,36,Bandung,0
CIF-012151,"Surya Utami",10788655,0.35,0.18,8,22,PNS,46,Surabaya,0
CIF-012152,"Mega Santoso",500000,0.35,0.1,7,33,PNS,52,Surabaya,0
CIF-012153,"Bayu Lestari",6350645,0.42,0.06,4,37,Buruh,31,Jakarta,0
CIF-012154,"Dian Firmansyah",11664291,0.1,0.22,9,51,Buruh,27,Jakarta,1
CIF-012155,"Fajar Wijaya",2342953,0.2,0.48,5,19,Wiraswasta,40,Jakarta,0
CIF-012156,"Maya Siregar",5998983,0.19,0.34,5,48,PNS,63,Jakarta,0
CIF-012157,"Reza Gunawan",500000,0.28,0.59,8,52,Buruh,23,Bandung,0
CIF-012158,"Fitri Kusuma",3590435,0.14,0.2,10,41,Buruh,23,Surabaya,1
CIF-012159,"Aris Wibowo",5426328,0.5,0.32,7,56,PNS,59,Jakarta,0
CIF-012160,"Wulan Hartono",10281534,0.43,0.08,5,20,PNS,56,Surabaya,0
CIF-012161,"Budi Pratama",5101375,0.45,0.56,6,56,PNS,39,Jakarta,0
CIF-012162,"Siti Nugroho",14018631,0.3,0.28,9,14,PNS,48,Jakarta,0
CIF-012163,"Agus Permana",8230108,0.2,0.36,9,17,Buruh,32,Bandung,0
CIF-012164,"Dewi Hidayat",1368169,0.5,0.03,15,42,Wiraswasta,38,Medan,1
CIF-012165,"Eko Purnomo",7150159,0.19,0.56,7,25,Wiraswasta,50,Surabaya,0
CIF-012166,"Rini Susanto",10705726,0.28,0.5,8,44,Wiraswasta,24,Jakarta,0
CIF-012167,"Bambang Saputra",10227929,0.32,0.14,5,50,Wiraswasta,55,Bandung,0
CIF-012168,"Sri Suryono",6769309,0.11,0.18,13,49,PNS,59,Bandung,0
CIF-012169,"Joko Nasution",9123222,0.32,0.34,10,22,Wiraswasta,48,Surabaya,0
CIF-012170,"Nur Setiawan",10974630,0.02,0.56,6,43,Buruh,40,Medan,0
CIF-012171,"Hendra Utami",2830585,0.29,0.29,12,34,Wiraswasta,57,Jakarta,0
CIF-012172,"Tri Santoso",10276921,0.27,0.55,8,28,Wiraswasta,48,Bandung,0
CIF-012173,"Ahmad Lestari",9477016,0.43,0.46,8,14,Buruh,53,Jakarta,0
CIF-012174,"Ratna Firmansyah",8126691,0.29,0.51,9,41,Buruh,36,Bandung,0
CIF-012175,"Wawan Wijaya",4113211,0.42,0.36,8,33,Buruh,47,Jakarta,0
CIF-012176,"Yuni Siregar",5623730,0.3,0.06,7,31,Wiraswasta,35,Jakarta,0
CIF-012177,"Rudi Gunawan",7250713,0.58,0.49,8,56,Wiraswasta,22,Surabaya,0
CIF-012178,"Endang Kusuma",4499505,0.21,0.46,12,42,Buruh,32,Medan,0
CIF-012179,"Dedi Wibowo",12026901,0.29,0.37,7,21,PNS,30,Surabaya,0
CIF-012180,"Lestari Hartono",8711550,0.09,0.56,10,42,Buruh,42,Bandung,0
CIF-012181,"Surya Pratama",8492093,0.57,0.17,11,31,PNS,58,Jakarta,0
CIF-012182,"Mega Nugroho",10175162,0.07,0.09,10,41,PNS,24,Medan,0
CIF-012183,"Bayu Permana",10516415,0.06,0.58,9,18,PNS,49,Lainnya,0
CIF-012184,"Dian Hidayat",4535410,0.13,0.53,7,55,Buruh,47,Surabaya,0
CIF-012185,"Fajar Purnomo",8434009,0.52,0.12,8,59,Wiraswasta,51,Lainnya,0
CIF-012186,"Maya Susanto",1748460,0.35,0.49,8,47,Buruh,29,Medan,0
CIF-012187,"Reza Saputra",7724839,0.28,0.23,9,34,Buruh,34,Surabaya,0
CIF-012188,"Fitri Suryono",500000,0.38,0.11,5,19,Wiraswasta,37,Jakarta,0
CIF-012189,"Aris Nasution",12575173,0.39,0.38,10,36,Wiraswasta,49,Lainnya,0
CIF-012190,"Wulan Setiawan",8636431,0.01,0.3,5,32,Buruh,24,Jakarta,1
CIF-012191,"Budi Utami",4889596,0.16,0.36,8,33,Lainnya,45,Jakarta,1
CIF-012192,"Siti Santoso",6650635,0.22,0.04,8,41,Lainnya,37,Surabaya,0
CIF-012193,"Agus Lestari",10915502,0.29,0.45,10,40,PNS,39,Jakarta,0
CIF-012194,"Dewi Firmansyah",4395224,0.29,0.35,7,32,PNS,35,Medan,0
CIF-012195,"Eko Wijaya",11034008,0.14,0.58,4,51,Buruh,28,Medan,0
CIF-012196,"Rini Siregar",7743576,0.54,0.07,5,21,Wiraswasta,28,Jakarta,0
CIF-012197,"Bambang Gunawan",825703,0.03,0.24,9,47,PNS,47,Jakarta,0
CIF-012198,"Sri Kusuma",6982983,0.49,0.49,15,37,PNS,24,Medan,0
CIF-012199,"Joko Wibowo",8358119,0.49,0.49,10,53,Buruh,25,Jakarta,0
CIF-012200,"Nur Hartono",5332260,0.42,0.39,6,52,Buruh,34,Bandung,1
CIF-012201,"Hendra Pratama",6054409,0.02,0.48,4,51,PNS,48,Lainnya,0
CIF-012202,"Tri Nugroho",10677328,0.54,0.54,9,24,Wiraswasta,48,Surabaya,1
CIF-012203,"Ahmad Permana",1404828,0.3,0.54,4,32,Wiraswasta,52,Bandung,0
CIF-012204,"Ratna Hidayat",11171111,0.1,0.18,5,46,PNS,47,Jakarta,0
CIF-012205,"Wawan Purnomo",10620460,0.12,0.57,11,49,Wiraswasta,62,Jakarta,0
CIF-012206,"Yuni Susanto",4791127,0.48,0.45,5,35,Lainnya,45,Surabaya,0
CIF-012207,"Rudi Saputra",7930619,0.48,0.13,7,29,Buruh,23,Surabaya,0
CIF-012208,"Endang Suryono",1769992,0.16,0.35,8,27,Lainnya,46,Lainnya,0
CIF-012209,"Dedi Nasution",8781578,0.21,0.27,7,49,PNS,25,Jakarta,0
CIF-012210,"Lestari Setiawan",8534779,0.49,0.25,8,55,Wiraswasta,55,Lainnya,0
CIF-012211,"Surya Utami",8995874,0.4,0.51,7,39,Wiraswasta,33,Bandung,0
CIF-012212,"Mega Santoso",15387940,0.21,0.31,8,35,PNS,57,Jakarta,0
CIF-012213,"Bayu Lestari",11147841,0.3,0.46,10,20,Lainnya,50,Medan,0
CIF-012214,"Dian Firmansyah",10681436,0.05,0.57,7,44,PNS,45,Medan,0
CIF-012215,"Fajar Wijaya",3157552,0.13,0.48,6,41,PNS,39,Surabaya,0
CIF-012216,"Maya Siregar",5375861,0.57,0.22,14,18,Wiraswasta,53,Jakarta,0
CIF-012217,"Reza Gunawan",4602584,0.26,0.48,8,15,Wiraswasta,45,Jakarta,1
CIF-012218,"Fitri Kusuma",6647521,0.47,0.04,6,54,PNS,23,Bandung,0
CIF-012219,"Aris Wibowo",7031367,0.14,0.23,6,17,Wiraswasta,30,Surabaya,0
CIF-012220,"Wulan Hartono",5661854,0.01,0.44,8,41,PNS,24,Jakarta,0
CIF-012221,"Budi Pratama",9623354,0.35,0.51,3,16,Lainnya,48,Jakarta,0
CIF-012222,"Siti Nugroho",12577231,0.06,0.3,8,32,Buruh,53,Jakarta,0
CIF-012223,"Agus Permana",9675981,0.26,0.24,8,33,PNS,44,Medan,0
CIF-012224,"Dewi Hidayat",13929016,0.46,0.36,5,21,Wiraswasta,61,Medan,0
CIF-012225,"Eko Purnomo",9282416,0.5,0.09,11,55,PNS,37,Jakarta,1
CIF-012226,"Rini Susanto",9627579,0.18,0.54,12,41,Lainnya,57,Jakarta,0
CIF-012227,"Bambang Saputra",12330927,0.21,0.57,5,38,Wiraswasta,55,Bandung,0
CIF-012228,"Sri Suryono",11087564,0.2,0.47,13,16,Wiraswasta,35,Lainnya,0
CIF-012229,"Joko Nasution",10516188,0.55,0.45,8,37,PNS,48,Jakarta,0
CIF-012230,"Nur Setiawan",5570358,0.06,0.19,4,34,PNS,31,Lainnya,0
CIF-012231,"Hendra Utami",7414626,0.14,0.14,8,54,PNS,62,Lainnya,0
CIF-012232,"Tri Santoso",9296169,0.41,0.51,12,54,Wiraswasta,29,Surabaya,1
CIF-012233,"Ahmad Lestari",11738053,0.49,0.04,8,26,Wiraswasta,36,Jakarta,0
CIF-012234,"Ratna Firmansyah",12537331,0.4,0.15,7,49,PNS,63,Surabaya,0
CIF-012235,"Wawan Wijaya",4785216,0.52,0.16,8,35,PNS,57,Bandung,0
CIF-012236,"Yuni Siregar",7062271,0.55,0.47,12,25,Buruh,48,Jakarta,0
CIF-012237,"Rudi Gunawan",8758851,0.05,0.59,6,40,PNS,53,Jakarta,0
CIF-012238,"Endang Kusuma",8493239,0.57,0.35,7,19,PNS,37,Surabaya,0
CIF-012239,"Dedi Wibowo",7069037,0.59,0.36,6,43,PNS,26,Surabaya,0
CIF-012240,"Lestari Hartono",12526092,0.54,0.21,5,42,Buruh,44,Surabaya,0
CIF-012241,"Surya Pratama",4200021,0.43,0.3,5,28,Lainnya,57,Medan,0
CIF-012242,"Mega Nugroho",11308215,0.28,0.18,7,57,Buruh,27,Bandung,0
CIF-012243,"Bayu Permana",7869642,0.37,0.19,4,31,Buruh,26,Surabaya,0
CIF-012244,"Dian Hidayat",2745899,0.5,0.23,7,18,PNS,55,Medan,1
CIF-012245,"Fajar Purnomo",7897785,0.15,0.19,7,50,Lainnya,32,Lainnya,1
CIF-012246,"Maya Susanto",11471724,0.55,0.39,6,32,PNS,50,Jakarta,0
CIF-012247,"Reza Saputra",2969661,0.24,0.14,6,12,Buruh,41,Jakarta,0
CIF-012248,"Fitri Suryono",2784423,0.02,0.37,8,45,Wiraswasta,62,Jakarta,0
CIF-012249,"Aris Nasution",512417,0.43,0.16,8,23,Lainnya,23,Jakarta,0
CIF-012250,"Wulan Setiawan",4389747,0.31,0.28,16,34,PNS,55,Surabaya,0
CIF-012251,"Budi Utami",4842465,0.53,0.56,5,50,PNS,44,Surabaya,0
CIF-012252,"Siti Santoso",5509153,0.25,0.52,8,38,Wiraswasta,40,Bandung,0
CIF-012253,"Agus Lestari",6758443,0.47,0.4,9,22,Buruh,42,Surabaya,0
CIF-012254,"Dewi Firmansyah",5228990,0.49,0.35,7,40,Lainnya,45,Bandung,0
CIF-012255,"Eko Wijaya",8187176,0.05,0.21,8,30,PNS,36,Bandung,0
CIF-012256,"Rini Siregar",500000,0.58,0.43,11,37,PNS,45,Bandung,0
CIF-012257,"Bambang Gunawan",7872936,0.24,0.05,8,12,Buruh,56,Jakarta,0
CIF-012258,"Sri Kusuma",7090087,0.08,0.12,14,43,Buruh,49,Surabaya,0
CIF-012259,"Joko Wibowo",9220305,0.24,0.38,12,42,PNS,42,Lainnya,0
CIF-012260,"Nur Hartono",11668132,0.37,0.39,11,28,PNS,26,Medan,0
CIF-012261,"Hendra Pratama",500000,0.05,0.19,10,52,PNS,36,Bandung,0
CIF-012262,"Tri Nugroho",9562366,0.06,0.05,2,59,PNS,54,Bandung,0
CIF-012263,"Ahmad Permana",7826524,0.15,0.44,12,59,Lainnya,46,Medan,0
CIF-012264,"Ratna Hidayat",7897161,0.57,0.53,7,35,Wiraswasta,53,Jakarta,0
CIF-012265,"Wawan Purnomo",11997656,0.15,0.38,8,46,PNS,22,Jakarta,0
CIF-012266,"Yuni Susanto",6346750,0.2,0.09,3,20,Wiraswasta,61,Jakarta,0
CIF-012267,"Rudi Saputra",4782567,0.45,0.11,8,20,PNS,36,Jakarta,0
CIF-012268,"Endang Suryono",2550309,0.52,0.41,8,45,PNS,30,Jakarta,0
CIF-012269,"Dedi Nasution",4046997,0.12,0.39,9,17,Lainnya,40,Jakarta,0
CIF-012270,"Lestari Setiawan",500000,0.32,0.57,8,34,Wiraswasta,64,Bandung,0
CIF-012271,"Surya Utami",8656576,0.29,0.53,13,50,PNS,24,Bandung,0
CIF-012272,"Mega Santoso",847057,0.32,0.49,10,37,PNS,60,Surabaya,0
CIF-012273,"Bayu Lestari",10966958,0.28,0.15,9,21,Lainnya,29,Surabaya,0
CIF-012274,"Dian Firmansyah",14109242,0.45,0.51,12,37,PNS,40,Jakarta,1
CIF-012275,"Fajar Wijaya",3714020,0.04,0.55,8,23,PNS,22,Bandung,0
CIF-012276,"Maya Siregar",8684437,0.43,0.38,7,41,PNS,45,Jakarta,0
CIF-012277,"Reza Gunawan",17761847,0.58,0.22,9,31,PNS,38,Jakarta,0
CIF-012278,"Fitri Kusuma",2490538,0.1,0.14,6,54,PNS,26,Medan,0
CIF-012279,"Aris Wibowo",14608722,0.18,0.22,11,43,PNS,48,Jakarta,0
CIF-012280,"Wulan Hartono",4314584,0.07,0.52,13,46,Buruh,48,Medan,1
CIF-012281,"Budi Pratama",9729955,0.43,0.03,10,38,Wiraswasta,24,Jakarta,0
CIF-012282,"Siti Nugroho",23151630,0.25,0.06,9,50,Lainnya,43,Jakarta,0
CIF-012283,"Agus Permana",11408047,0.14,0.35,10,33,PNS,57,Jakarta,0
CIF-012284,"Dewi Hidayat",10517735,0.55,0.29,8,17,PNS,46,Bandung,0
CIF-012285,"Eko Purnomo",5636769,0.32,0.09,11,57,Buruh,62,Surabaya,1
CIF-012286,"Rini Susanto",678905,0.33,0.56,10,18,Buruh,23,Jakarta,0
CIF-012287,"Bambang Saputra",500000,0.15,0.4,7,15,PNS,36,Surabaya,0
CIF-012288,"Sri Suryono",5198815,0.21,0.49,11,26,Lainnya,41,Medan,0
CIF-012289,"Joko Nasution",8322331,0.08,0.07,9,59,PNS,25,Surabaya,0
CIF-012290,"Nur Setiawan",16155719,0.39,0.44,5,53,Wiraswasta,61,Surabaya,0
CIF-012291,"Hendra Utami",3848801,0.09,0.47,3,17,Buruh,36,Jakarta,0
CIF-012292,"Tri Santoso",7814701,0.32,0.12,5,19,Wiraswasta,44,Medan,0
CIF-012293,"Ahmad Lestari",5489953,0.54,0.32,4,20,Buruh,59,Bandung,0
CIF-012294,"Ratna Firmansyah",4852241,0.04,0.34,5,31,Wiraswasta,58,Jakarta,0
CIF-012295,"Wawan Wijaya",7943627,0.29,0.19,10,49,PNS,24,Surabaya,0
CIF-012296,"Yuni Siregar",3977271,0.53,0.58,9,58,Buruh,57,Surabaya,0
CIF-012297,"Rudi Gunawan",500000,0.2,0.53,9,27,Wiraswasta,38,Lainnya,0
CIF-012298,"Endang Kusuma",9776139,0.18,0.15,12,27,PNS,41,Bandung,1
CIF-012299,"Dedi Wibowo",10141199,0.28,0.31,7,13,PNS,27,Surabaya,0
CIF-012300,"Lestari Hartono",6050725,0.17,0.46,15,12,Buruh,27,Jakarta,1
CIF-012301,"Surya Pratama",2416483,0.58,0.44,13,12,PNS,23,Jakarta,1
CIF-012302,"Mega Nugroho",10598475,0.42,0.24,4,59,PNS,27,Lainnya,0
CIF-012303,"Bayu Permana",8306203,0.45,0.46,8,38,PNS,44,Medan,0
CIF-012304,"Dian Hidayat",7604290,0.23,0.58,9,23,Buruh,39,Bandung,0
CIF-012305,"Fajar Purnomo",3960922,0.35,0.24,8,32,Buruh,39,Medan,1
CIF-012306,"Maya Susanto",11764997,0.13,0.26,8,38,Lainnya,33,Jakarta,0
CIF-012307,"Reza Saputra",8292659,0.37,0.02,6,54,PNS,62,Bandung,0
CIF-012308,"Fitri Suryono",3521146,0.55,0.4,5,49,Wiraswasta,53,Jakarta,0
CIF-012309,"Aris Nasution",500000,0.35,0.13,9,14,Wiraswasta,37,Surabaya,0
CIF-012310,"Wulan Setiawan",16216226,0.29,0.37,6,31,Buruh,62,Bandung,0
CIF-012311,"Budi Utami",7562475,0.55,0.49,6,52,Wiraswasta,42,Jakarta,0
CIF-012312,"Siti Santoso",9754512,0.27,0.14,9,47,Buruh,33,Jakarta,0
CIF-012313,"Agus Lestari",500000,0.19,0.37,15,27,PNS,61,Jakarta,0
CIF-012314,"Dewi Firmansyah",7366041,0.35,0.16,6,50,PNS,56,Medan,0
CIF-012315,"Eko Wijaya",5659155,0.36,0.08,4,26,Lainnya,31,Jakarta,0
CIF-012316,"Rini Siregar",6934076,0.43,0.19,7,43,Buruh,52,Medan,0
CIF-012317,"Bambang Gunawan",4411492,0.36,0.37,10,58,PNS,26,Surabaya,0
CIF-012318,"Sri Kusuma",10496443,0.06,0.3,5,27,PNS,38,Jakarta,0
CIF-012319,"Joko Wibowo",3835814,0.48,0.09,5,50,PNS,55,Medan,0
CIF-012320,"Nur Hartono",3950846,0.22,0.29,7,40,PNS,37,Surabaya,0
